"Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Manufacturer Size Code","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
"22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B226K010AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B226K010AT/399-8311-1-ND/3472034,"","","","","","","","",CAP TANT 22UF 10% 10V 1411,"1411 (3528 Metric)","2.3Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.137000","",Active,"2000 Hrs @ 125°C",KEMET,T491B226K010AT,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"262",Active,"0.14","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-8311-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","10V"
"0.22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494A224K035AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494A224K035AT/399-8435-1-ND/3472158,"","","","","","","","",CAP TANT 0.22UF 10% 35V 1206,"1206 (3216 Metric)","6Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.343000","",Active,"2000 Hrs @ 125°C",KEMET,T494A224K035AT,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"263",Active,"0.20","",T494,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-8435-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"0.22uF","35V"
"4.7uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931E475MBA/478-8324-1-ND/4005574,"","","","","","","","",CAP TANT 4.7UF 20% 25V 1411,"1411 (3528 Metric)","2.8Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.091 (2.30mm)","2020-09-02 01:15:45.133000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931E475MBA,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"264",Active,"0.14","",F93,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8324-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","25V"
"2.2uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494A225K016AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494A225K016AT/399-8436-1-ND/3472159,"","","","","","","","",CAP TANT 2.2UF 10% 16V 1206,"1206 (3216 Metric)","4Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.340000","",Active,"2000 Hrs @ 125°C",KEMET,T494A225K016AT,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"265",Active,"0.20","",T494,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-8436-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"2.2uF","16V"
"1.5uF",=Value,Datasheet,http://datasheets.avx.com/F97.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F971C155KAA/478-8569-1-ND/4006101,"","","","","","","","",CAP TANT 1.5UF 10% 16V 1206,"1206 (3216 Metric)","6.3Ohm","","Automotive, High Reliability",footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.047 (1.20mm)","2020-09-02 01:15:58.333000","",Active,"",AVX Corporation,F971C155KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"266",Active,"0.20",AEC-Q200,F97,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8569-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1.5uF","16V"
"47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B476K010AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B476K010AT/399-9728-1-ND/3724729,"","","","","","","","",CAP TANT 47UF 10% 10V 1411,"1411 (3528 Metric)","1Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.130000","",Active,"2000 Hrs @ 125°C",KEMET,T491B476K010AT,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"267",Active,"0.15","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-9728-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"47uF","10V"
"6.8uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T499A685K010ATE6K0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T499A685K010ATE6K0/399-5011-1-ND/1211761,"","","","","","","","",CAP TANT 6.8UF 10% 10V 1206,"1206 (3216 Metric)","6Ohm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.330000","",Active,"2000 Hrs @ 175°C",KEMET,T499A685K010ATE6K0,A,"1",Surface Mount,-55°C ~ 175°C,"1206 (3216 Metric)",TapeAndReel,"268",Active,"0.20",AEC-Q200,T499,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-5011-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"6.8uF","10V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSB106K016R0500/478-5230-1-ND/1913300,"","","","","","","","",CAP TANT 10UF 10% 16V 1411,"","500mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.123000","",Active,"",AVX Corporation,TPSB106K016R0500,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"269",Active,"0.15","",TPS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-5230-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","16V"
"47uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSB476K010R0650/478-1760-1-ND/564792,"","","","","","","","",CAP TANT 47UF 10% 10V 1411,"","650mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.120000","",Active,"",AVX Corporation,TPSB476K010R0650,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"270",Active,"0.15","",TPS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-1760-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"47uF","10V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/F97.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F971A106KAA/478-8540-1-ND/4006028,"","","","","","","","",CAP TANT 10UF 10% 10V 1206,"1206 (3216 Metric)","3Ohm","","Automotive, High Reliability",footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.047 (1.20mm)","2020-09-02 01:15:58.327000","",Active,"",AVX Corporation,F971A106KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"271",Active,"0.20",AEC-Q200,F97,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8540-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","10V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJB106K020RNJ/478-1674-1-ND/564706,"","","","","","","","",CAP TANT 10UF 10% 20V 1411,"","2.1Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.117000","",Active,"",AVX Corporation,TAJB106K020RNJ,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"272",Active,"0.16","",TAJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-1674-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","20V"
"2.2uF",=Value,Datasheet,http://datasheets.avx.com/F97.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F971C225KAA/478-8571-1-ND/4006103,"","","","","","","","",CAP TANT 2.2UF 10% 16V 1206,"1206 (3216 Metric)","5Ohm","","Automotive, High Reliability",footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.047 (1.20mm)","2020-09-02 01:15:58.323000","",Active,"",AVX Corporation,F971C225KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"273",Active,"0.20",AEC-Q200,F97,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8571-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"2.2uF","16V"
"1uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJB105K035RNJ/478-1671-1-ND/564703,"","","","","","","","",CAP TANT 1UF 10% 35V 1411,"","6.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.097000","",Active,"",AVX Corporation,TAJB105K035RNJ,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"274",Active,"0.16","",TAJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-1671-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"1uF",=Value,Datasheet,http://datasheets.avx.com/F97.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F971D105KAA/478-8589-1-ND/4006110,"","","","","","","","",CAP TANT 1UF 10% 20V 1206,"1206 (3216 Metric)","7.5Ohm","","Automotive, High Reliability",footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.047 (1.20mm)","2020-09-02 01:15:58.320000","",Active,"",AVX Corporation,F971D105KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"275",Active,"0.20",AEC-Q200,F97,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8589-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","20V"
"6.8uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJB685K010RNJ/478-3892-1-ND/1126938,"","","","","","","","",CAP TANT 6.8UF 10% 10V 1411,"","3Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.093000","",Active,"",AVX Corporation,TAJB685K010RNJ,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"276",Active,"0.10","",TAJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-3892-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"6.8uF","10V"
"15uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJB156K010RNJ/478-3068-1-ND/809581,"","","","","","","","",CAP TANT 15UF 10% 10V 1411,"","2.8Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.090000","",Active,"",AVX Corporation,TAJB156K010RNJ,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"277",Active,"0.10","",TAJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-3068-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"15uF","10V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJA336M006RNJ/478-1667-1-ND/564699,"","","","","","","","",CAP TANT 33UF 20% 6.3V 1206,"1206 (3216 Metric)","2.2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.317000","",Active,"",AVX Corporation,TAJA336M006RNJ,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"278",Active,"0.10","",TAJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-1667-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"33uF","6.3V"
"1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B105K035AT7280.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B105K035AT7280/399-10136-2-ND/3759615,"","","","","","","","",CAP TANT 1UF 10% 35V 1411,"1411 (3528 Metric)","5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.067000","",Active,"2000 Hrs @ 125°C",KEMET,T491B105K035AT7280,B,"8000",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"279",Active,"0.10","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-10136-2-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"1uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3A105K025C4000/718-1299-1-ND/1663021,"","","","","","","","",CAP TANT 1UF 10% 25V 1206,"1206 (3216 Metric)","4Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.310000","",Active,"",Vishay Sprague,TR3A105K025C4000,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"280",Active,"0.20","","TANTAMOUNT®, TR3","0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-1299-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","25V"
"15uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJB156M016RNJ/478-11055-1-ND/7536169,"","","","","","","","",CAP TANT 15UF 20% 16V 1411,"","2.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.047000","",Active,"",AVX Corporation,TAJB156M016RNJ,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"281",Active,"0.11","",TAJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-11055-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"15uF","16V"
"68uF",=Value,Datasheet,http://datasheets.avx.com/F93-AJ6.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F930J686MAAAJ6/478-11260-1-ND/7567105,"","","","","","","","",CAP TANT 68UF 20% 6.3V 1206,"1206 (3216 Metric)","2Ohm @ 100kHz","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.290000","",Active,"",AVX Corporation,F930J686MAAAJ6,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"282",Active,"0.20",AEC-Q200,F93-AJ6,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-11260-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"68uF","6.3V"
"10uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B106K016AT7280.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B106K016AT7280/399-10138-2-ND/3759617,"","","","","","","","",CAP TANT 10UF 10% 16V 1411,"1411 (3528 Metric)","2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.033000","",Active,"2000 Hrs @ 125°C",KEMET,T491B106K016AT7280,B,"8000",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"283",Active,"0.10","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-10138-2-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","16V"
"1uF",=Value,Datasheet,http://datasheets.avx.com/THJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/THJA105K035RJN/478-7573-1-ND/3660377,"","","","","","","","",CAP TANT 1UF 10% 35V 1206,"1206 (3216 Metric)","7.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.063 (1.60mm)","2020-09-02 01:15:58.287000","",Active,"",AVX Corporation,THJA105K035RJN,A,"1",Surface Mount,-55°C ~ 175°C,"1206 (3216 Metric)",TapeAndReel,"284",Active,"0.20","",THJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-7573-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B226K004AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B226K004AT/399-10144-1-ND/3759261,"","","","","","","","",CAP TANT 22UF 10% 4V 1411,"1411 (3528 Metric)","3.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.030000","",Active,"2000 Hrs @ 125°C",KEMET,T491B226K004AT,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"285",Active,"0.11","",T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-10144-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","4V"
"47uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSA476M006R0800/478-9046-1-ND/4561912,"","","","","","","","",CAP TANT 47UF 20% 6.3V 1206,"1206 (3216 Metric)","800mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.283000","",Active,"",AVX Corporation,TPSA476M006R0800,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"286",Active,"0.20","",TPS,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-9046-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"47uF","6.3V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/F97.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F971A226KAA/478-8546-1-ND/4006093,"","","","","","","","",CAP TANT 22UF 10% 10V 1206,"1206 (3216 Metric)","3Ohm","","Automotive, High Reliability",footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.047 (1.20mm)","2020-09-02 01:15:58.280000","",Active,"",AVX Corporation,F971A226KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"287",Active,"0.21",AEC-Q200,F97,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8546-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","10V"
"4.7uF",=Value,Datasheet,http://datasheets.avx.com/TPS_AUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSB475K010T1400/478-11206-1-ND/7567052,"","","","","","","","",CAP TANT 4.7UF 10% 10V 1411,"1411 (3528 Metric)","1.4Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:45.013000","",Active,"",AVX Corporation,TPSB475K010T1400,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"288",Active,"0.11","",TPS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-11206-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"4.7uF","10V"
"10uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494A106K006AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494A106K006AT/399-8430-1-ND/3472153,"","","","","","","","",CAP TANT 10UF 10% 6.3V 1206,"1206 (3216 Metric)","2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.277000","",Active,"2000 Hrs @ 125°C",KEMET,T494A106K006AT,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"289",Active,"0.21","",T494,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-8430-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","6.3V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D225X9020B2TE3/718-1133-1-ND/1559627,"","","","","","","","",CAP TANT 2.2UF 10% 20V 1411,"1411 (3528 Metric)","3.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:45.010000","",Active,"",Vishay Sprague,"293D225X9020B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"290",Active,"0.11","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-1133-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"2.2uF","20V"
"1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T499A105K035ATE10K.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T499A105K035ATE10K/399-5072-1-ND/1211822,"","","","","","","","",CAP TANT 1UF 10% 35V 1206,"1206 (3216 Metric)","10Ohm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:58.270000","",Active,"2000 Hrs @ 175°C",KEMET,T499A105K035ATE10K,A,"1",Surface Mount,-55°C ~ 175°C,"1206 (3216 Metric)",TapeAndReel,"291",Active,"0.22",AEC-Q200,T499,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-5072-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"4.7uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D475X0010B2TE3/718-1965-1-ND/3985814,"","","","","","","","",CAP TANT 4.7UF 20% 10V 1411,"1411 (3528 Metric)","3.4Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:45.003000","",Active,"",Vishay Sprague,"293D475X0010B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"292",Active,"0.11","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-1965-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","10V"
