Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,865090343005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,87mA @ 100kHz,58mA @ 120Hz,1000 Hrs @ 85°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865090343005.pdf,CAP 47 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Würth Elektronik,,,
,General Purpose,865080643008,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,1.3 Ohms,150mA @ 100kHz,97.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080643008.pdf,CAP 22 UF 20% 50 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080443009,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,480 mOhms,240mA @ 100kHz,156mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080443009.pdf,CAP 68 UF 20% 25 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080243005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,,570 mOhms,210mA @ 100kHz,136.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080243005.pdf,CAP 56 UF 20% 10 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080343008,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,540 mOhms,230mA @ 100kHz,149.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080343008.pdf,CAP 68 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080543007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,,600 mOhms,210mA @ 100kHz,136.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080543007.pdf,CAP 27 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865090543004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,,,43.5mA @ 100kHz,29mA @ 120Hz,1000 Hrs @ 85°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865090543004.pdf,CAP 10 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Würth Elektronik,,,
,General Purpose,865080643007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±20%,,1.6 Ohms,140mA @ 100kHz,91mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080643007.pdf,CAP 15 UF 20% 50 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080443005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,,620 mOhms,200mA @ 100kHz,130mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080443005.pdf,CAP 27 UF 20% 25 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865060343003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,440 mOhms,230mA @ 100kHz,149.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865060343003.pdf,CAP 33 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080343007,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,,560 mOhms,220mA @ 100kHz,143mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080343007.pdf,CAP 56 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865230343003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,66mA @ 10kHz,44mA @ 120Hz,5000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865230343003.pdf,CAP 33 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080343005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,600 mOhms,185mA @ 100kHz,120.25mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080343005.pdf,CAP 33 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,UWD0J221MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,440 mOhms,230mA @ 100kHz,115mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 220UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWD1V330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,440 mOhms,230mA @ 100kHz,115mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 33UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UCL1C680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,260 mOhms,300mA @ 100kHz,150mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-ucl.pdf,CAP ALUM 68UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UCL0J221MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,260 mOhms,300mA @ 100kHz,150mA @ 120Hz,2000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-ucl.pdf,CAP ALUM 220UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UUA1H100MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,,,,32mA @ 120Hz,3000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uua.pdf,CAP ALUM 10UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UUA1C330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,,48mA @ 120Hz,3000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uua.pdf,CAP ALUM 33UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,6.3SZV100M6.3X5.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,1 Ohms,140mA @ 100kHz,98mA @ 120Hz,1000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Rubycon%20PDFs/SZV_Series.pdf,CAP ALUM 100UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Rubycon,,,
,General Purpose,16SZV47M6.3X5.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,1 Ohms,140mA @ 100kHz,98mA @ 120Hz,1000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Rubycon%20PDFs/SZV_Series.pdf,CAP ALUM 47UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Rubycon,,,
,Automotive,EEE-FP1E330AP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,260mOhm @ 100kHz,,300mA @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFP1E330AP+7+WW,CAP ALUM 33UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-FP0J101AP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,260mOhm @ 100kHz,,300mA @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFP0J101AP+7+WW,CAP ALUM 100UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,UCL1E470MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,260 mOhms,300mA @ 100kHz,150mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-ucl.pdf,CAP ALUM 47UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EEE-HBA101UAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,120.7mA @ 10kHz,71mA @ 120Hz,2000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1154.pdf,CAP ALUM 100UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,25SKV33M6.3X5.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,,48mA @ 120Hz,1000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_SKV.pdf,CAP ALUM 33UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Rubycon,,,
,General Purpose,UUA1E220MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,,,44mA @ 120Hz,3000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uua.pdf,CAP ALUM 22UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,High Temperature Reflow,UWZ0J101MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,90mA @ 10kHz,60mA @ 120Hz,1000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 100UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EEV226M050S9GAA,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,2Ohm @ 100kHz,2 Ohms,70mA @ 100kHz,49mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://api.kemet.com/component-edge/download/datasheet/EEV226M050S9GAA.pdf,CAP ALUM 22UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,EEV226M050A9GAA,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,2Ohm @ 100kHz,2 Ohms,70mA @ 100kHz,49mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://api.kemet.com/component-edge/download/datasheet/EEV226M050A9GAA.pdf,CAP ALUM SMD 105C 22UF 50VDC,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,EEV336M035A9GAA,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,520mOhm @ 100kHz,520 mOhms,240mA @ 100kHz,168mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://api.kemet.com/component-edge/download/datasheet/EEV336M035A9GAA.pdf,CAP ALUM SMD 105C 33UF 35VDC,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,BMVK100ADA330MF60G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,,35mA @ 120Hz,1000 Hrs @ 105°C,Bi-Polar,10V,,CAP ALSMD 6.6MM H6.1MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVK-BP%20Series.pdf,CAP ALUM 33UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,United Chemi-Con,,,
,Automotive,EEE-HC1V220P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,,93.5mA @ 10kHz,55mA @ 120Hz,3000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0109+EEEHC1V220P+7+WW,CAP ALUM 22UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,UUD1C680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,440 mOhms,230mA @ 100kHz,115mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 68UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UUD1A680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,440 mOhms,230mA @ 100kHz,115mA @ 120Hz,2000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 68UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,107AXZ016MQ5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,2.65Ohm @ 120Hz,520 mOhms,230mA @ 100kHz,115mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.illinoiscapacitor.com/pdf/seriesDocuments/AXZ%20series.pdf,CAP ALUM 100UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Illinois Capacitor,,,
,Automotive,EEE-HB1C470AP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,119mA @ 10kHz,70mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1154.pdf,CAP ALUM 47UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HB1E220AP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,,93.5mA @ 10kHz,55mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1154.pdf,CAP ALUM 22UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,High Temperature Reflow,UWZ1C470MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,75mA @ 10kHz,50mA @ 120Hz,1000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 47UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,High Temperature Reflow,UWZ1E330MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,72mA @ 10kHz,48mA @ 120Hz,1000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 33UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,High Temperature Reflow,UWZ1C101MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,90mA @ 10kHz,60mA @ 120Hz,1000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 100UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EEE-HC1E330P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,110.5mA @ 10kHz,65mA @ 120Hz,3000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0109+EEEHC1E330P+7+WW,CAP ALUM 33UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,AVE106M50D16T-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,16.58Ohm @ 120Hz,,66mA @ 10kHz,44mA @ 120Hz,2000 Hrs @ 85°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.cde.com/resources/catalogs/AVE.pdf,CAP ALUM 10UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Cornell Dubilier Electronics (CDE),,,
,Automotive,EEE-HB0J101P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,120.7mA @ 10kHz,71mA @ 120Hz,2000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1157.pdf,CAP ALUM 100UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HB1E330P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,110.5mA @ 10kHz,65mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1157.pdf,CAP ALUM 33UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,High Temperature Reflow,UWZ1H100MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,,,45mA @ 10kHz,30mA @ 120Hz,1000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 10UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,High Temperature Reflow,UWZ1V220MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,,63mA @ 10kHz,42mA @ 120Hz,1000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 22UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,4SEV220M6.3X5.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,115.2mA @ 10kHz,96mA @ 120Hz,2000 Hrs @ 85°C,Polar,4V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,CAP ALUM 220UF 20% 4V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Rubycon,,,
,High Temperature Reflow,UWZ1A470MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,69mA @ 10kHz,46mA @ 120Hz,1000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,CAP ALUM 47UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWT0J151MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,,,129mA @ 10kHz,86mA @ 120Hz,1000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H6.1MM,C,,,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,CAP ALUM 150UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWP1V100MCL1GB,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,,,43.5mA @ 10kHz,29mA @ 120Hz,1000 Hrs @ 85°C,Bi-Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwp.pdf,CAP ALUM 10UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Nichicon,,,
,Automotive,EMZA350ADA470MF61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,360 mOhms,240mA @ 100kHz,96mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,CAP ALUM 47UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,Automotive,EMZA160ADA101MF61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,360 mOhms,240mA @ 100kHz,96mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H6.1MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,CAP ALUM 100UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
