Part Type,Part Number,Schematic Part,Part Value,Current - Continuous Drain (Id) @ 25°C,Drain to Source Voltage (Vdss),"Drive Voltage (Max Rds On,  Min Rds On)",Vgs(th) (Max) @ Id,Vgs (Max),"Rds On (Max) @ Id, Vgs",Gate Charge (Qg) (Max) @ Vgs,Input Capacitance (Ciss) (Max) @ Vds,FET Feature,FET Type,Technology,Allegro PCB Footprint,Package / Case,Pspice Model,Power Dissipation (Max),Technology,Availability,Data Sheet,Description,Mounting Type,Size,Number of FET,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
N CHANNEL,DMN30H4D0L-7,,,250mA (Ta),300V,"2.7V, 10V",3V @ 250µA,±20V,"4Ohm @ 300mA, 10V",7.6nC @ 10V,187.3pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,310mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN30H4D0L.pdf,MOSFET N-CH 300V .25A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN65D8L-7,,,310mA (Ta),60V,"5V, 10V",2V @ 250µA,±20V,"3Ohm @ 115mA, 10V",0.87nC @ 10V,22pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN65D8L.pdf,MOSFET N-CH 60V 310MA SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002-7-F,,,115mA (Ta),60V,"5V, 10V",2.5V @ 250µA,±20V,"7.5Ohm @ 50mA, 5V",,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds11303.pdf,MOSFET N-CH 60V 115MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002K-7,,,380mA (Ta),60V,"5V, 10V",2.5V @ 1mA,±20V,"2Ohm @ 500mA, 10V",0.3nC @ 4.5V,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30896.pdf,MOSFET N-CH 60V 0.38A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BSS138-7-F,,,200mA (Ta),50V,10V,1.5V @ 250µA,±20V,"3.5Ohm @ 220mA, 10V",,50pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30144.pdf,MOSFET N-CH 50V 200MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN62D0U-13,,,380mA (Ta),60V,"1.8V, 4.5V",1V @ 250µA,±20V,"2Ohm @ 100mA, 4.5V",0.5nC @ 4.5V,32pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,380mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN62D0U.pdf,MOSFET N-CH 60V 0.38A,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BSS123-7-F,,,170mA (Ta),100V,10V,2V @ 1mA,±20V,"6Ohm @ 170mA, 10V",,60pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30366.pdf,MOSFET N-CH 100V 170MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN6140L-13,,,1.6A (Ta),60V,"4.5V, 10V",3V @ 250µA,±20V,"140mOhm @ 1.8A, 10V",8.6nC @ 10V,315pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,700mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN6140L.pdf,MOSFET N-CH 60V 1.6A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMG3406L-13,,,3.6A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"50mOhm @ 3.6A, 10V",11.2nC @ 10V,495pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,770mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMG3406L.pdf,MOSFET N-CH 30V 3.6A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BSN20-7,,,500mA (Ta),50V,"4.5V, 10V",1.5V @ 250µA,±20V,"1.8Ohm @ 220mA, 10V",0.8nC @ 10V,40pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,600mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31898.pdf,MOSFET N-CH 50V 500MA SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN6075S-7,,,2A (Ta),60V,"4.5V, 10V",3V @ 250µA,±20V,"85mOhm @ 3.2A, 10V",12.3nC @ 10V,606pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,800mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN6075S.pdf,MOSFET N-CH 60V 2A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN5L06K-7,,,300mA (Ta),50V,"1.8V, 5V",1V @ 250µA,±20V,"2Ohm @ 50mA, 5V",,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30929.pdf,MOSFET N-CH 50V 300MA SOT23-3,Surface Mount,,1,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN2B14FHTA,,,3.5A (Ta),20V,"1.8V, 4.5V",1V @ 250µA,±8V,"55mOhm @ 3.5A, 4.5V",11nC @ 4.5V,872pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN2B14FH.pdf,MOSFET N-CH 20V 3.5A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN67D8L-7,,,210mA (Ta),60V,"5V, 10V",2.5V @ 250µA,±30V,"5Ohm @ 500mA, 10V",0.82nC @ 10V,22pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,340mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN67D8L.pdf,MOSFET N-CH 60V 0.21A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN65D8LQ-7,,,310mA (Ta),60V,"5V, 10V",2V @ 250µA,±20V,"3Ohm @ 115mA, 10V",0.87nC @ 10V,22pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN65D8LQ.pdf,MOSFET N-CH 60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BSS138K-13,,,310mA (Ta),50V,10V,1.5V @ 250µA,±20V,"3.5Ohm @ 220mA, 10V",0.95nC @ 10V,23.2pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,380mW (Ta),,,https://www.diodes.com/assets/Datasheets/BSS138K.pdf,MOSFET N-CH 50V 310MA SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN63D8L-7,,,350mA (Ta),30V,"2.5V, 10V",1.5V @ 250µA,±20V,"2.8Ohm @ 250mA, 10V",0.9nC @ 10V,23.2pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN63D8L.pdf,MOSFET N-CH 30V 0.35A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002Q-7-F,,,170mA (Ta),60V,"5V, 10V",2.5V @ 250µA,±20V,"5Ohm @ 500mA, 10V",0.233nC @ 10V,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/2N7002.pdf,2N7002 FAMILY SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002H-7,,,170mA (Ta),60V,5V,3V @ 250µA,±20V,"7.5Ohm @ 50mA, 5V",0.35nC @ 4.5V,26pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/2N7002H.pdf,MOSFET N-CH 60V 0.17A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002E-7-F,,,250mA (Ta),60V,"4.5V, 10V",2.5V @ 250µA,±20V,"3Ohm @ 250mA, 10V",0.22nC @ 4.5V,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30376.pdf,MOSFET N-CH 60V 0.25A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BSS138Q-7-F,,,200mA (Ta),50V,10V,1.5V @ 250µA,±20V,"3.5Ohm @ 220mA, 10V",,50pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30144.pdf,MOSFET N-CH 50V 0.2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002AQ-7,,,180mA (Ta),60V,5V,2V @ 250µA,±20V,"5Ohm @ 115mA, 10V",,23pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/2N7002AQ.pdf,MOSFET NCH 60V 180MA SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,2N7002A-7,,,180mA (Ta),60V,"5V, 10V",2V @ 250µA,±20V,"6Ohm @ 115mA, 5V",,23pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31360.pdf,MOSFET N-CH 60V 0.18A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN62D0U-7,,,380mA (Ta),60V,"1.8V, 4.5V",1V @ 250µA,±20V,"2Ohm @ 100mA, 4.5V",0.5nC @ 4.5V,32pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,380mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN62D0U.pdf,MOSFET N-CH 60V 0.38A,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BS870-7-F,,,250mA (Ta),60V,10V,3V @ 250µA,±20V,"5Ohm @ 200mA, 10V",,50pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds11302.pdf,MOSFET N-CH 60V 0.25A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN53D0L-7,,,500mA (Ta),50V,"2.5V, 10V",1.5V @ 250µA,±20V,"1.6Ohm @ 500mA, 10V",0.6nC @ 4.5V,46pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN53D0L.pdf,MOSFET N-CH 50V 0.5A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN61D9U-7,,,380mA (Ta),60V,"1.8V, 5V",1V @ 250µA,±20V,"2Ohm @ 50mA, 5V",0.4nC @ 4.5V,28.5pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,370mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN61D9U.pdf,MOSFET N-CH 60V 0.38A,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN3053L-7,,,4A (Ta),30V,"2.5V, 10V",1.4V @ 250µA,±12V,"45mOhm @ 4A, 10V",17.2nC @ 10V,676pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,760mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN3053L.pdf,MOSFET N-CH 30V 4A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN1019USN-13,,,9.3A (Ta),12V,"1.2V, 2.5V",800mV @ 250µA,±8V,"10mOhm @ 9.7A, 4.5V",50.6nC @ 8V,2426pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,680mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN1019USN.pdf,MOSFET N-CH 12V 9.3A SC59,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN2230UQ-7,,,2A (Ta),20V,"1.8V, 4.5V",1V @ 250µA,±12V,"110mOhm @ 2.5A, 4.5V",2.3nC @ 10V,188pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,600mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN2230UQ.pdf,MOSFET N-CH 20V 2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN2F30FHTA,,,4.1A (Ta),20V,"2.5V, 4.5V",1.5V @ 250µA,±12V,"45mOhm @ 2.5A, 4.5V",4.8nC @ 4.5V,452pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,960mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN2F30FH.pdf,MOSFET N-CH 20V 4.1A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN2050L-7,,,5.9A (Ta),20V,"2V, 4.5V",1.4V @ 250µA,±12V,"29mOhm @ 5A, 4.5V",6.7nC @ 4.5V,532pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.4W (Ta),,,https://www.diodes.com/assets/Datasheets/ds31502.pdf,MOSFET N-CH 20V 5.9A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN3051L-7,,,5.8A (Ta),30V,"4.5V, 10V",2.2V @ 250µA,±20V,"38mOhm @ 5.8A, 10V",,424pF @ 5V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,700mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31347.pdf,MOSFET N-CH 30V 5.8A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN3300U-7,,,2A (Ta),30V,"1.5V, 4.5V",1V @ 250µA,±12V,"150mOhm @ 4.5A, 4.5V",,193pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,700mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31181.pdf,MOSFET N-CH 30V 2A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN2F34FHTA,,,3.4A (Ta),20V,"2.5V, 4.5V",1.5V @ 250µA,±12V,"60mOhm @ 2.5A, 4.5V",2.8nC @ 4.5V,277pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,950mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN2F34FH.pdf,MOSFET N-CH 20V 3.4A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN2A01FTA,,,1.9A (Ta),20V,"2.5V, 4.5V",700mV @ 250µA,±12V,"120mOhm @ 4A, 4.5V",3nC @ 4.5V,303pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,625mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN2A01F.pdf,MOSFET N-CH 20V 1.9A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN2230U-7,,,2A (Ta),20V,"1.8V, 4.5V",1V @ 250µA,±12V,"110mOhm @ 2.5A, 4.5V",,188pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,600mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31180.pdf,MOSFET N-CH 20V 2A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN61D8L-7,,,470mA (Ta),60V,"3V, 5V",2V @ 1mA,±12V,"1.8Ohm @ 150mA, 5V",0.74nC @ 5V,12.9pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,390mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN61D8L-LVT.pdf,MOSFET N-CH 60V 0.47A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN3F30FHTA,,,3.8A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"47mOhm @ 3.2A, 10V",7.7nC @ 10V,318pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,950mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN3F30FH.pdf,MOSFET N-CH 30V 3.8A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN2005K-7,,,300mA (Ta),20V,"1.8V, 2.7V",900mV @ 100µA,±10V,"1.7Ohm @ 200mA, 2.7V",,,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30734.pdf,MOSFET N-CH 20V 300MA SOT23-3,Surface Mount,,1,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMG3414U-7,,,4.2A (Ta),20V,"1.8V, 4.5V",900mV @ 250µA,±8V,"25mOhm @ 8.2A, 4.5V",9.6nC @ 4.5V,829.9pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,780mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds31739.pdf,MOSFET N-CH 20V 4.2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BS870Q-7-F,,,250mA (Ta),60V,10V,3V @ 250µA,±20V,"5Ohm @ 200mA, 10V",,50pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW,,,https://www.diodes.com/assets/Datasheets/BS870Q.pdf,MOSFET 41V 60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,VN10LFTA,,,150mA (Ta),60V,"5V, 10V",2.5V @ 1mA,±20V,"5Ohm @ 500mA, 10V",,60pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,330mW (Ta),,,//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/VN10LF.PDF,MOSFET N-CH 60V 150MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZVN4106FTA,,,200mA (Ta),60V,"5V, 10V",3V @ 1mA,±20V,"2.5Ohm @ 500mA, 10V",,35pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZVN4106F.pdf,MOSFET N-CH 60V 200MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN3A14FTA,,,3.2A (Ta),30V,"4.5V, 10V",1V @ 250µA,±20V,"65mOhm @ 3.2A, 10V",8.6nC @ 10V,448pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN3A14F.pdf,MOSFET N-CH 30V 3.2A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN3B14FTA,,,2.9A (Ta),30V,"2.5V, 4.5V",700mV @ 250µA,±12V,"80mOhm @ 3.1A, 4.5V",6.7nC @ 4.5V,568pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN3B14F.pdf,MOSFET N-CH 30V 2.9A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZVN3310FTA,,,100mA (Ta),100V,10V,2.4V @ 1mA,±20V,"10Ohm @ 500mA, 10V",,40pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,330mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZVN3310F.pdf,MOSFET N-CH 100V .1A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,BS170FTA,,,150µA (Ta),60V,10V,3V @ 1mA,±20V,"5Ohm @ 200mA, 10V",,60pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,330mW (Ta),,,//media.digikey.com/pdf/Data%20Sheets/Zetex%20PDFs/BS170F.PDF,MOSFET N-CH 60V .15MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN61D8LQ-13,,,470mA (Ta),60V,"3V, 5V",2V @ 1mA,±12V,"1.8Ohm @ 150mA, 5V",0.74nC @ 5V,12.9pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,390mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN61D8LQ.pdf,MOSFET N-CH 60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN61D8LQ-7,,,470mA (Ta),60V,"3V, 5V",2V @ 1mA,±12V,"1.8Ohm @ 150mA, 5V",0.74nC @ 5V,12.9pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,390mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN61D8LQ.pdf,MOSFET N-CH 60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN6A07FQTA,,,1.2A (Ta),60V,"4.5V, 10V",3V @ 250µA,±20V,"250mOhm @ 1.8A, 10V",3.2nC @ 10V,166pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,625mW (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN6A07F.pdf,MOSFET BVDSS: 41V-60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMG2302UK-7,,,2.8A (Ta),20V,"2.5V, 4.5V",1V @ 250µA,±12V,"90mOhm @ 3.6A, 4.5V",2.8nC @ 10V,130pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,660mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMG2302UK.pdf,MOSFET N-CH 20V 2.8A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN2046U-7,,,3.4A (Ta),20V,"2.5V, 4.5V",1.4V @ 250µA,±12V,"72mOhm @ 3.6A, 4.5V",3.8nC @ 4.5V,292pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,760mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN2046U.pdf,MOSFET N-CH 20V 3.4A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,ZXMN2A14FTA,,,3.4A (Ta),20V,"2.5V, 4.5V",700mV @ 250µA,±12V,"60mOhm @ 3.4A, 4.5V",6.6nC @ 4.5V,544pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,https://www.diodes.com/assets/Datasheets/ZXMN2A14F.pdf,MOSFET N-CH 20V 3.4A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN6140L-7,,,1.6A (Ta),60V,"4.5V, 10V",3V @ 250µA,±20V,"140mOhm @ 1.8A, 10V",8.6nC @ 10V,315pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,700mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN6140L.pdf,MOSFET N-CH 60V 1.6A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN100-7-F,,,1.1A (Ta),30V,"4.5V, 10V",3V @ 1mA,±20V,"240mOhm @ 1A, 10V",5.5nC @ 10V,150pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30049.pdf,MOSFET N-CH 30V 1.1A SC59-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,MMBF170-7-F,,,500mA (Ta),60V,"4.5V, 10V",3V @ 250µA,±20V,"5Ohm @ 200mA, 10V",,40pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.diodes.com/assets/Datasheets/ds30104.pdf,MOSFET N-CH 60V 500MA SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
